ITEMID,STOREID,WEEKID,SALES
B220-B103-POS,955566,45,2808.88
B230-B104-POS,955566,45,6958.33
B218-B103-POS,955609,45,1066.79
B220-B103-POS,955609,45,2498.98
B230-B104-POS,955609,45,3968.01
B218-B103-POS,955695,45,7530.67
B220-B103-POS,955738,45,493.47
B230-B104-POS,955738,45,7158.47
A110-A100-POS,955781,45,-393.98
B218-B103-POS,955781,45,8839.09
B220-B103-POS,955781,45,787.18
B230-B104-POS,955781,45,5431.61
B218-B103-POS,955824,45,9878.8
B220-B103-POS,955824,45,7291.86
B230-B104-POS,955824,45,6580.36
B218-B103-POS,955867,45,3893
B220-B103-POS,955867,45,4806.69
B226-B104-POS,955867,45,664.03
B230-B104-POS,955867,45,9627.04
B220-B103-POS,955910,45,6504.47
B226-B104-POS,955910,45,3664.06
B230-B104-POS,955910,45,5203.91
B220-B103-POS,955953,45,2662.87
B230-B104-POS,955953,45,4594.52
B220-B103-POS,955996,45,5169.59
B226-B104-POS,955996,45,3431.95
B218-B103-POS,956039,45,1723.28
B220-B103-POS,956039,45,4824.01
B230-B104-POS,956039,45,6404.94
B218-B103-POS,956082,45,194.15
B220-B103-POS,956082,45,248.02
B220-B103-POS,956125,45,3769.82
A106-A100-POS,956168,45,3943.28
B218-B103-POS,956168,45,1179.62
B219-B103-POS,956168,45,8306.62
B220-B103-POS,956168,45,7710.21
B220-B103-POS,956211,45,1966.46
B230-B104-POS,956211,45,5097.17
B218-B103-POS,956297,45,2323.06
B220-B103-POS,956297,45,8230.68
B226-B104-POS,956297,45,5480.33
B218-B103-POS,956340,45,9681.62
B220-B103-POS,956340,45,1785.44
B230-B104-POS,956340,45,1876
B218-B103-POS,956383,45,648.36
B220-B103-POS,956383,45,8141.53
B218-B103-POS,956426,45,9707.27
B220-B103-POS,956426,45,8122.98
B230-B104-POS,956426,45,6132.92
B218-B103-POS,956469,45,3118.42
B220-B103-POS,956469,45,1395.32
B218-B103-POS,956512,45,5238.35
B219-B103-POS,956512,45,6457.81
B220-B103-POS,956512,45,1986.39
B220-B103-POS,956641,45,3589.03
B226-B104-POS,956641,45,6585.41
B230-B104-POS,956641,45,4738.19
B218-B103-POS,956684,45,6723.37
B220-B103-POS,956684,45,3340.22
B230-B104-POS,956684,45,6898.55
B218-B103-POS,956727,45,8842.21
B220-B103-POS,956727,45,-518.46
B220-B103-POS,956770,45,408.14
B218-B103-POS,956856,45,9575.24
B220-B103-POS,956856,45,8751.63
B218-B103-POS,956899,45,7672.3
B220-B103-POS,956899,45,2907.08
B218-B103-POS,956942,45,6943.07
B220-B103-POS,956942,45,5555.68
B220-B103-POS,956985,45,943.15
B220-B103-POS,957028,45,9072.83
B218-B103-POS,957071,45,6257.79
B220-B103-POS,957071,45,6038.52
B230-B104-POS,957071,45,9674.34
B220-B103-POS,957114,45,-457.62
B218-B103-POS,957157,45,3471.77
B220-B103-POS,957157,45,7175.51
B218-B103-POS,957243,45,7900.97
B220-B103-POS,957243,45,7535.07
B218-B103-POS,957286,45,480.43
B220-B103-POS,957286,45,8809.4
B230-B104-POS,957286,45,4017.87
B218-B103-POS,957329,45,3666.04
B220-B103-POS,957329,45,9122.39
B218-B103-POS,957372,45,9634.5
B220-B103-POS,957372,45,8257.85
B230-B104-POS,957372,45,915.03
B218-B103-POS,957415,45,7593.59
B220-B103-POS,957415,45,8353
B218-B103-POS,957458,45,845.67
B220-B103-POS,957458,45,211.77
B230-B104-POS,957458,45,4311.29
A110-A100-POS,957501,45,1766.56
B218-B103-POS,957501,45,3633.23
B220-B103-POS,957501,45,5852.39
A107-A100-POS,957544,45,771.58
B219-B103-POS,957544,45,3400.54
B218-B103-POS,957587,45,3492.52
B220-B103-POS,957587,45,6999.01
B218-B103-POS,957630,45,1982.93
B220-B103-POS,957630,45,2925.72
B230-B104-POS,957630,45,3013.41
B219-B103-POS,957673,45,2900.86
B220-B103-POS,957673,45,8062.56
B230-B104-POS,957673,45,7486.39
B220-B103-POS,957716,45,4874.49
B220-B103-POS,957802,45,8928.9
B218-B103-POS,957845,45,8850.21
B220-B103-POS,957845,45,4204.03
B218-B103-POS,957888,45,4153.71
B220-B103-POS,957888,45,9225.21
B220-B103-POS,957931,45,4552.37
B230-B104-POS,957931,45,7564.69
B218-B103-POS,957974,45,3500.08
B219-B103-POS,957974,45,7316.55
B220-B103-POS,957974,45,9180.88
B226-B104-POS,957974,45,1180
B230-B104-POS,957974,45,2942.26
B220-B103-POS,958103,45,4809.16
B218-B103-POS,958146,45,8019.49
B220-B103-POS,958146,45,745.35
B230-B104-POS,958146,45,8699.28
B220-B103-POS,958189,45,6589.63
B230-B104-POS,958189,45,3436.01
B218-B103-POS,958275,45,2180.24
B220-B103-POS,958275,45,5672.81
B218-B103-POS,958361,45,6564.39
B219-B103-POS,958361,45,6462.39
B220-B103-POS,958361,45,3771.11
B218-B103-POS,958404,45,2984.44
B220-B103-POS,958404,45,4692.18
B230-B104-POS,958404,45,8351.44
B218-B103-POS,958490,45,2718.89
B220-B103-POS,958490,45,4716.76
B230-B104-POS,958490,45,9455.76
B218-B103-POS,958533,45,2749.53
B220-B103-POS,958533,45,1740.04
B230-B104-POS,958533,45,368.64
B218-B103-POS,958576,45,8620.92
B220-B103-POS,958576,45,8939.69
B218-B103-POS,958619,45,532.93
B219-B103-POS,958619,45,5604.38
B220-B103-POS,958619,45,3092.25
B218-B103-POS,958662,45,8282.35
B219-B103-POS,958662,45,4070.3
B220-B103-POS,958662,45,6717.76
B230-B104-POS,958662,45,103.03
B218-B103-POS,958705,45,9790.72
B220-B103-POS,958705,45,9267.54
A107-A100-POS,958791,45,2493.75
B218-B103-POS,958791,45,5438.07
B220-B103-POS,958791,45,539.93
B218-B103-POS,958877,45,7189.25
B219-B103-POS,958877,45,1623.63
B220-B103-POS,958877,45,5033.47
B226-B104-POS,958877,45,340.9
B220-B103-POS,958920,45,371.29
B226-B104-POS,958920,45,6924.01
B218-B103-POS,959049,45,7618.52
B220-B103-POS,959049,45,1964.02
B230-B104-POS,959049,45,6251.95
B218-B103-POS,959135,45,6351.61
B220-B103-POS,959135,45,7175.49
B218-B103-POS,959178,45,1653.31
B220-B103-POS,959178,45,258.39
B220-B103-POS,908352,45,9814.63
B230-B104-POS,908352,45,9590.94
B218-B103-POS,908395,45,3897.61
B220-B103-POS,908395,45,6820.27
B220-B103-POS,908438,45,2079.82
A107-A100-POS,908481,45,3325.08
B218-B103-POS,908481,45,2241.58
B220-B103-POS,908481,45,8649.92
B220-B103-POS,908524,45,1395.1
B226-B104-POS,908524,45,91.09
B218-B103-POS,908653,45,2360.28
B219-B103-POS,908653,45,4781.3
B220-B103-POS,908653,45,8881.19
B220-B103-POS,908739,45,1440.85
B230-B104-POS,908739,45,379.22
B218-B103-POS,908782,45,6901.15
B220-B103-POS,908782,45,1556.1
B230-B104-POS,908782,45,9662.33
B218-B103-POS,908825,45,8509.73
B219-B103-POS,908825,45,2175.54
B220-B103-POS,908825,45,5191.73
B230-B104-POS,908825,45,6076.06
B218-B103-POS,908954,45,4457.86
B220-B103-POS,908954,45,3533.6
B226-B104-POS,908954,45,967.24
B218-B103-POS,909169,45,4300.98
B220-B103-POS,909169,45,209.38
B220-B103-POS,909341,45,6408.54
B220-B103-POS,909556,45,1243.22
B220-B103-POS,909642,45,4260.7
B218-B103-POS,909728,45,3011.96
B219-B103-POS,909728,45,1379.9
B220-B103-POS,909728,45,362.14
B220-B103-POS,909771,45,759.06
B218-B103-POS,910029,45,6965.24
B230-B104-POS,910029,45,5239.49
B218-B103-POS,910158,45,1616.07
B219-B103-POS,910158,45,2893.2
B220-B103-POS,910158,45,110.2
B218-B103-POS,910244,45,4484.81
B220-B103-POS,910244,45,6003.22
B226-B104-POS,910244,45,2825.92
B218-B103-POS,910416,45,9116.32
B220-B103-POS,910416,45,4526.61
B220-B103-POS,910459,45,4078.28
B218-B103-POS,910588,45,3390.02
B220-B103-POS,910588,45,8034.06
B218-B103-POS,910631,45,1139.14
B220-B103-POS,910631,45,626.81
B218-B103-POS,910760,45,6322.35
B219-B103-POS,910760,45,1454.01
B220-B103-POS,910760,45,2268.51
B230-B104-POS,910760,45,5872.15
B219-B103-POS,910803,45,5812.97
B220-B103-POS,910803,45,2584.23
A107-A100-POS,911018,45,552.54
B218-B103-POS,911018,45,8232.82
B220-B103-POS,911018,45,2648.47
B230-B104-POS,911018,45,9692.88
B218-B103-POS,919790,45,6539.79
B219-B103-POS,919790,45,9064.06
B220-B103-POS,919790,45,1814.94
B218-B103-POS,919876,45,5348.31
B220-B103-POS,919876,45,2023.44
B220-B103-POS,919919,45,8142.64
B218-B103-POS,919962,45,2836.28
B220-B103-POS,919962,45,3881.19
B218-B103-POS,920005,45,4766.32
B220-B103-POS,920005,45,1606.15
B218-B103-POS,920134,45,3776.86
B220-B103-POS,920134,45,599.32
B218-B103-POS,920263,45,23.74
B220-B103-POS,920263,45,5167.74
B218-B103-POS,920564,45,6371.4
B219-B103-POS,920564,45,6197.65
A107-A100-POS,921123,45,5076.22
B218-B103-POS,921123,45,1315.3
B220-B103-POS,921123,45,9545.54
B230-B104-POS,921123,45,3144.12
B218-B103-POS,921209,45,7375.16
B220-B103-POS,921209,45,7145.8
B226-B104-POS,921209,45,8661.3
B218-B103-POS,921252,45,3034.6
B220-B103-POS,921252,45,7008.95
B226-B104-POS,921252,45,1931.5
B230-B104-POS,921252,45,4205.24
B218-B103-POS,921381,45,3570.61
B219-B103-POS,921381,45,7305.13
B220-B103-POS,921381,45,6033.6
B230-B104-POS,921381,45,9016.18
B218-B103-POS,921424,45,8624.93
B220-B103-POS,921424,45,4880.73
B220-B103-POS,921553,45,6104.64
B218-B103-POS,921639,45,2147.03
B220-B103-POS,921639,45,931.11
B218-B103-POS,921682,45,1365.47
B220-B103-POS,921682,45,8120.85
B218-B103-POS,921725,45,3354.49
B220-B103-POS,921725,45,6754.92
B226-B104-POS,921725,45,9778.37
B218-B103-POS,921811,45,8782.16
B226-B104-POS,921811,45,8336.2
B218-B103-POS,921854,45,9912.59
B220-B103-POS,921897,45,8435.87
B218-B103-POS,922155,45,2917.87
B220-B103-POS,922155,45,9299.54
B230-B104-POS,922155,45,5978.48
B218-B103-POS,922241,45,2346.87
B220-B103-POS,922241,45,3483.39
B218-B103-POS,922284,45,5905.09
B220-B103-POS,922284,45,2607.32
B230-B104-POS,922284,45,8886.65
B218-B103-POS,922370,45,8933.42
B220-B103-POS,922370,45,7290.66
B220-B103-POS,922456,45,3109.17
B218-B103-POS,922499,45,2328.92
B220-B103-POS,922499,45,172.38
B226-B104-POS,922499,45,7933.89
B230-B104-POS,922499,45,214.26
B218-B103-POS,922542,45,2575.18
B220-B103-POS,922542,45,9073.51
A118-A101-POS,922585,45,8928.07
B218-B103-POS,922585,45,8369.9
B220-B103-POS,922585,45,8960.03
B230-B104-POS,922585,45,9292.06
B218-B103-POS,922671,45,4724.85
B220-B103-POS,922671,45,7602.01
B220-B103-POS,922714,45,47.34
B218-B103-POS,922929,45,8954.07
B220-B103-POS,922929,45,4715.95
B218-B103-POS,922972,45,5696.44
B219-B103-POS,922972,45,639.85
B220-B103-POS,922972,45,7755.12
B218-B103-POS,923015,45,8717.89
B220-B103-POS,923015,45,7178.52
B218-B103-POS,923058,45,79.21
B220-B103-POS,923058,45,9458.43
B230-B104-POS,923058,45,4302.31
B218-B103-POS,923230,45,1967.83
B219-B103-POS,923230,45,8146.05
B226-B104-POS,923230,45,8751.75
B230-B104-POS,923230,45,2098.4
B218-B103-POS,923316,45,9408.72
B220-B103-POS,923316,45,9801.69
B230-B104-POS,923316,45,2430.82
B218-B103-POS,923359,45,3974.13
B220-B103-POS,923359,45,9392.89
B218-B103-POS,923402,45,3736.62
B219-B103-POS,923402,45,611.24
B220-B103-POS,923402,45,3617.07
B230-B104-POS,923402,45,3872.2
B218-B103-POS,923445,45,3004.76
B220-B103-POS,923445,45,603.27
B218-B103-POS,923531,45,93.27
B220-B103-POS,923531,45,9009.88
B230-B104-POS,923531,45,5979.3
B218-B103-POS,923660,45,5160.4
B220-B103-POS,923660,45,1244.26
B230-B104-POS,923660,45,4516.55
B218-B103-POS,923703,45,5579.85
B219-B103-POS,923746,45,7324.12
B220-B103-POS,923746,45,6185.11
B230-B104-POS,923746,45,8711.44
B220-B103-POS,923789,45,7442.25
B230-B104-POS,923789,45,7039.44
B218-B103-POS,923832,45,1727.14
B220-B103-POS,923832,45,1488.46
B230-B104-POS,923832,45,4789.86
B220-B103-POS,923875,45,6229.61
B230-B104-POS,923875,45,4996.05
B218-B103-POS,923918,45,7190.45
B220-B103-POS,923918,45,7999.52
B230-B104-POS,923918,45,8542.91
A107-A100-POS,923961,45,5111.71
B218-B103-POS,923961,45,2075.56
B220-B103-POS,923961,45,2054.97
B230-B104-POS,923961,45,7265.83
B218-B103-POS,924004,45,8641.29
B230-B104-POS,924004,45,5510.23
B218-B103-POS,924047,45,2168.34
B220-B103-POS,924047,45,8115.25
B218-B103-POS,924090,45,2118.77
B220-B103-POS,924090,45,2974.79
B218-B103-POS,924176,45,6375.82
B220-B103-POS,924176,45,7724.03
B220-B103-POS,924305,45,8970.89
B218-B103-POS,924434,45,3638.8
B220-B103-POS,924434,45,7377.3
B218-B103-POS,924520,45,6817.21
B219-B103-POS,924520,45,719.87
B220-B103-POS,924520,45,87.96
B220-B103-POS,924563,45,9396.85
B230-B104-POS,924563,45,1086.28
B220-B103-POS,924649,45,4764.19
B220-B103-POS,924692,45,6739.81
B220-B103-POS,924735,45,7787.75
B218-B103-POS,925036,45,453.34
B220-B103-POS,925036,45,429.91
B230-B104-POS,925036,45,3757.34
B218-B103-POS,925079,45,4525.88
B219-B103-POS,925079,45,119.02
B220-B103-POS,925079,45,672.39
B230-B104-POS,925079,45,901.39
B219-B103-POS,925122,45,2499.57
B220-B103-POS,925122,45,7056.49
B218-B103-POS,925251,45,7827.3
B219-B103-POS,925251,45,2053.26
B220-B103-POS,925251,45,9928.22
B218-B103-POS,925423,45,7210.28
B220-B103-POS,925423,45,2423.73
A120-A101-POS,925466,45,7962.49
B220-B103-POS,925466,45,6199.24
B218-B103-POS,925552,45,6444.35
B220-B103-POS,925552,45,9520.14
B218-B103-POS,925595,45,3583.08
B220-B103-POS,925595,45,2757.95
B220-B103-POS,925638,45,4861.19
B220-B103-POS,925681,45,3071.97
B230-B104-POS,925681,45,5066.46
B218-B103-POS,925767,45,4073.27
B219-B103-POS,925767,45,7264.6
B220-B103-POS,925767,45,9143.86
B220-B103-POS,925853,45,895.89
B218-B103-POS,925896,45,7892.66
B220-B103-POS,925896,45,6338.94
B230-B104-POS,925896,45,871.69
B218-B103-POS,925939,45,7386.63
B220-B103-POS,925939,45,5079.63
B230-B104-POS,925939,45,3570.3
B218-B103-POS,926068,45,8548.1
B219-B103-POS,926068,45,8308.11
B220-B103-POS,926068,45,2580.08
B218-B103-POS,926197,45,2241.72
B220-B103-POS,926197,45,1598.64
B218-B103-POS,926240,45,4595.24
B220-B103-POS,926240,45,7413.7
B230-B104-POS,926240,45,5901.56
B219-B103-POS,926283,45,3987.37
B220-B103-POS,926283,45,7855.16
B230-B104-POS,926283,45,8049.9
B218-B103-POS,926326,45,7585.24
B220-B103-POS,926326,45,4097.79
B230-B104-POS,926326,45,3536.03
B218-B103-POS,926369,45,615.7
B220-B103-POS,926369,45,5338.77
B230-B104-POS,926369,45,176.64
B220-B103-POS,926455,45,7009.66
B226-B104-POS,926455,45,3660.05
B230-B104-POS,926455,45,9766.18
B218-B103-POS,926584,45,2386.61
B218-B103-POS,926799,45,4541.96
B220-B103-POS,926799,45,4779.38
A107-A100-POS,926885,45,7825.06
B218-B103-POS,926885,45,1682.84
B218-B103-POS,926928,45,106.12
B220-B103-POS,926928,45,4117.43
B230-B104-POS,926928,45,2835.87
B220-B103-POS,927014,45,2958.7
B218-B103-POS,927057,45,657.71
B220-B103-POS,927057,45,9834.74
B218-B103-POS,927229,45,198.99
B220-B103-POS,927229,45,6634.09
B230-B104-POS,927229,45,9606.71
B218-B103-POS,927272,45,9572.3
B220-B103-POS,927272,45,1272.94
B220-B103-POS,927315,45,8682.91
B226-B104-POS,927315,45,4715.13
B218-B103-POS,927401,45,2835.22
B220-B103-POS,927401,45,1961.99
B230-B104-POS,927401,45,9476.3
B218-B103-POS,927444,45,2925.76
B220-B103-POS,927444,45,433.12
B218-B103-POS,927487,45,135.4
B220-B103-POS,927487,45,4891.3
B218-B103-POS,927530,45,1313.28
B220-B103-POS,927530,45,6889.88
B219-B103-POS,927573,45,4700.55
B220-B103-POS,927573,45,5070.39
B226-B104-POS,927573,45,7827.75
A110-A100-POS,927616,45,2066.9
A120-A101-POS,927616,45,2464.01
B218-B103-POS,927616,45,6583.8
B220-B103-POS,927616,45,9128.6
B230-B104-POS,927616,45,7965.65
B218-B103-POS,927702,45,6160.99
B219-B103-POS,927702,45,5478.47
B220-B103-POS,927702,45,7141.5
A110-A100-POS,927745,45,9819.34
B218-B103-POS,927745,45,9053.85
B220-B103-POS,927745,45,4740.05
B218-B103-POS,927831,45,4668.36
B220-B103-POS,927831,45,2256.18
B218-B103-POS,927874,45,2262.12
B219-B103-POS,927874,45,4250.23
B220-B103-POS,927874,45,392.31
B218-B103-POS,927960,45,6283.12
B220-B103-POS,927960,45,6037.59
B219-B103-POS,928046,45,5322.65
B220-B103-POS,928046,45,4964.66
B218-B103-POS,928089,45,8911.29
B220-B103-POS,928089,45,1524.08
B226-B104-POS,928089,45,503.07
B218-B103-POS,928261,45,7286.39
B220-B103-POS,928261,45,7291.82
B230-B104-POS,928261,45,4909.53
B218-B103-POS,928390,45,2104.85
B220-B103-POS,928390,45,4251.17
B226-B104-POS,928390,45,5063.85
B230-B104-POS,928390,45,4340.36
B218-B103-POS,928519,45,3210.44
B220-B103-POS,928519,45,8320.86
B226-B104-POS,928519,45,6256.62
B218-B103-POS,928562,45,3236.42
B220-B103-POS,928562,45,7993.08
B218-B103-POS,928605,45,4540.01
B220-B103-POS,928605,45,2403.66
B218-B103-POS,928691,45,9168.46
B219-B103-POS,928691,45,3018.42
B220-B103-POS,928691,45,9952.84
B226-B104-POS,928691,45,7019.71
B230-B104-POS,928691,45,9265.1
B220-B103-POS,928777,45,4610.05
B218-B103-POS,928949,45,1551.44
B220-B103-POS,928949,45,8233.95
B218-B103-POS,929465,45,6238.52
B220-B103-POS,929465,45,6800.14
B218-B103-POS,929594,45,4549.54
B220-B103-POS,929594,45,7685.59
A110-A100-POS,929766,45,1449.66
B220-B103-POS,929766,45,1610.46
B220-B103-POS,929852,45,70.9
A110-A100-POS,930024,45,2006.56
B218-B103-POS,930024,45,4995.27
B220-B103-POS,930024,45,2740.8
B218-B103-POS,930110,45,4798.24
B220-B103-POS,930110,45,7215.58
B220-B103-POS,930325,45,9304.61
B218-B103-POS,930497,45,4178.64
B220-B103-POS,930497,45,3729.17
B226-B104-POS,930497,45,9356.43
B230-B104-POS,930497,45,7871.48
B218-B103-POS,930798,45,2067.63
B220-B103-POS,930798,45,6599.47
B230-B104-POS,930798,45,8570.09
B220-B103-POS,930841,45,2773.43
B218-B103-POS,931013,45,1753.48
B220-B103-POS,931013,45,-25.61
B218-B103-POS,931056,45,579.07
B220-B103-POS,931056,45,6746.44
B219-B103-POS,931099,45,4759.72
B220-B103-POS,931099,45,8975.47
B218-B103-POS,931142,45,3617.04
B219-B103-POS,931142,45,490.37
B220-B103-POS,931142,45,9918.32
B230-B104-POS,931142,45,4849.06
B218-B103-POS,931228,45,9107.43
B220-B103-POS,931228,45,9162.53
B218-B103-POS,931271,45,1373.47
B219-B103-POS,931271,45,6916.58
B220-B103-POS,931271,45,4947.3
B218-B103-POS,931314,45,2505.42
B220-B103-POS,931314,45,414.31
B218-B103-POS,931400,45,3614.6
B220-B103-POS,931400,45,384.23
B230-B104-POS,931400,45,5157.64
B218-B103-POS,931443,45,5923.25
B220-B103-POS,931443,45,2018.11
B230-B104-POS,931443,45,6524.98
B218-B103-POS,931486,45,9463.07
B219-B103-POS,931486,45,7583.05
B220-B103-POS,931701,45,8967.41
B230-B104-POS,931701,45,9687.21
B218-B103-POS,931744,45,5381.94
B220-B103-POS,931744,45,4259.24
B218-B103-POS,931787,45,9448.92
B220-B103-POS,931787,45,1235.24
B230-B104-POS,931787,45,3392.47
B218-B103-POS,931830,45,5579.97
B220-B103-POS,931830,45,2309.86
B219-B103-POS,931873,45,7923.59
B220-B103-POS,931873,45,4044.23
B226-B104-POS,931873,45,8447.86
B218-B103-POS,931959,45,244.76
B220-B103-POS,931959,45,3546.55
B230-B104-POS,931959,45,4546.82
B218-B103-POS,932002,45,5160.37
B220-B103-POS,932002,45,3075.71
B218-B103-POS,932260,45,468.1
B219-B103-POS,932260,45,9193.29
B220-B103-POS,932260,45,3289.79
B230-B104-POS,932260,45,5151.57
B218-B103-POS,932346,45,9932.87
B220-B103-POS,932346,45,683.16
B218-B103-POS,932389,45,6714.65
B219-B103-POS,932389,45,6320.62
B220-B103-POS,932389,45,5579.23
B218-B103-POS,932518,45,5897.61
B220-B103-POS,932518,45,9727.17
B230-B104-POS,932518,45,948.1
B218-B103-POS,932647,45,6931.09
B220-B103-POS,932647,45,3042.53
B226-B104-POS,932647,45,1311.29
B218-B103-POS,932776,45,2725.96
B220-B103-POS,932776,45,9910.58
B218-B103-POS,932862,45,6596.88
B220-B103-POS,932862,45,8523.23
B226-B104-POS,932862,45,7863.76
B230-B104-POS,932862,45,836.96
B218-B103-POS,932905,45,9304.26
B220-B103-POS,932905,45,1429.4
B226-B104-POS,932905,45,2953.45
B220-B103-POS,932948,45,367.85
B226-B104-POS,932948,45,296.73
B218-B103-POS,933034,45,6831.11
B220-B103-POS,933034,45,8695.08
A110-A100-POS,933077,45,3713.85
B220-B103-POS,933077,45,3088.02
B218-B103-POS,933206,45,7071.42
B220-B103-POS,933206,45,3890.27
B230-B104-POS,933206,45,7056.86
B218-B103-POS,933292,45,8635.28
B220-B103-POS,933292,45,6595.28
B230-B104-POS,933292,45,2057.27
B220-B103-POS,933378,45,1279.32
B218-B103-POS,933421,45,368.48
B220-B103-POS,933421,45,5432.5
B218-B103-POS,933464,45,9043.95
B220-B103-POS,933464,45,250.37
B218-B103-POS,933636,45,8349.29
B220-B103-POS,933636,45,7760.87
B230-B104-POS,933636,45,8476.2
B218-B103-POS,933894,45,4209.79
B220-B103-POS,933894,45,8302.92
B218-B103-POS,933937,45,9906.64
B220-B103-POS,933937,45,7087.06
B226-B104-POS,933937,45,1593.46
B220-B103-POS,933980,45,911.71
B230-B104-POS,933980,45,3916.54
B218-B103-POS,934023,45,7110.17
B220-B103-POS,934023,45,1842.32
B218-B103-POS,934066,45,7098.22
B220-B103-POS,934066,45,8559.17
B220-B103-POS,934109,45,6873.09
B230-B104-POS,934109,45,7053.46
B218-B103-POS,934238,45,2696.98
B220-B103-POS,934238,45,4540.03
B230-B104-POS,934238,45,2839.84
B220-B103-POS,934281,45,4629.47
B230-B104-POS,934281,45,6478.84
B218-B103-POS,934324,45,9381.85
B220-B103-POS,934324,45,3547.92
B218-B103-POS,934496,45,8301.69
B220-B103-POS,934496,45,5255.96
B220-B103-POS,934539,45,9089.14
B218-B103-POS,934668,45,6182.06
B220-B103-POS,934668,45,2820.94
B218-B103-POS,934711,45,7738.08
B220-B103-POS,934711,45,10.31
B218-B103-POS,934754,45,6651.15
B219-B103-POS,934754,45,5598.11
B220-B103-POS,934754,45,4085.2
B220-B103-POS,934840,45,530.79
B220-B103-POS,934926,45,6413.28
B230-B104-POS,934926,45,5918.51
B218-B103-POS,935012,45,2184.64
B220-B103-POS,935012,45,7117.8
B218-B103-POS,935055,45,5128.37
B220-B103-POS,935055,45,9779.3
B230-B104-POS,935055,45,4276.94
B218-B103-POS,935098,45,4822.86
B220-B103-POS,935098,45,3441.16
B218-B103-POS,935141,45,9733.48
B220-B103-POS,935141,45,6869.52
B230-B104-POS,935141,45,5079.41
B218-B103-POS,935184,45,3103.62
B219-B103-POS,935184,45,4533.18
B220-B103-POS,935184,45,8822.92
B230-B104-POS,935184,45,3575.68
B218-B103-POS,935227,45,6310
B220-B103-POS,935227,45,3977.49
B230-B104-POS,935227,45,1239.53
B218-B103-POS,935399,45,2471.77
B220-B103-POS,935399,45,6819.15
B219-B103-POS,935485,45,5742.99
B220-B103-POS,935485,45,9183.2
B230-B104-POS,935485,45,870.59
B218-B103-POS,935528,45,8760.09
B220-B103-POS,935528,45,4863.41
B218-B103-POS,935571,45,5662.03
B219-B103-POS,935571,45,3387.58
B218-B103-POS,935614,45,8706.47
B220-B103-POS,935614,45,5239.73
B218-B103-POS,935657,45,9655.4
B220-B103-POS,935657,45,5546.66
B218-B103-POS,935700,45,4865.24
B220-B103-POS,935700,45,1762.37
B220-B103-POS,935915,45,4944.14
B218-B103-POS,936001,45,5728.46
B220-B103-POS,936001,45,4837.05
B230-B104-POS,936001,45,7324.31
B218-B103-POS,936044,45,7690.16
B220-B103-POS,936044,45,2615.16
B226-B104-POS,936044,45,2501.6
B218-B103-POS,936130,45,1216.22
B220-B103-POS,936130,45,4486.62
B218-B103-POS,936173,45,8044.84
B219-B103-POS,936173,45,2240.48
B220-B103-POS,936173,45,3282.14
B218-B103-POS,936216,45,5327.83
B219-B103-POS,936216,45,7038.02
B220-B103-POS,936216,45,3255.37
B230-B104-POS,936216,45,2128.03
B218-B103-POS,936259,45,3580.79
B220-B103-POS,936259,45,1026.34
B230-B104-POS,936259,45,3185.11
B218-B103-POS,936302,45,6700.21
B220-B103-POS,936302,45,5662.45
B230-B104-POS,936302,45,2200.32
B218-B103-POS,936345,45,1050.67
B220-B103-POS,936345,45,1853.79
B230-B104-POS,936345,45,4054.05
A110-A100-POS,936431,45,712.36
B218-B103-POS,936431,45,569.42
B218-B103-POS,936646,45,5240.14
B230-B104-POS,936646,45,3792.36
B218-B103-POS,936689,45,413.1
B220-B103-POS,936689,45,1060.76
B218-B103-POS,936818,45,595.96
B219-B103-POS,936818,45,4630.18
B220-B103-POS,936818,45,3725.82
B226-B104-POS,936818,45,4946.14
B220-B103-POS,936861,45,6979.24
B218-B103-POS,936904,45,7896.71
B220-B103-POS,936904,45,3584.43
B218-B103-POS,936947,45,2085.83
B220-B103-POS,936947,45,6236.35
B218-B103-POS,936990,45,7642.44
B220-B103-POS,936990,45,631.65
B218-B103-POS,937033,45,2366.15
B220-B103-POS,937033,45,7040.88
B218-B103-POS,937076,45,6158.58
B219-B103-POS,937076,45,454.72
B220-B103-POS,937076,45,7188.38
B226-B104-POS,937076,45,278.09
B218-B103-POS,937205,45,3446.3
B220-B103-POS,937205,45,3608.42
B226-B104-POS,937205,45,4763.74
B218-B103-POS,937334,45,9044.81
B220-B103-POS,937334,45,9692.55
B230-B104-POS,937334,45,4365.5
B218-B103-POS,937420,45,9971.21
B219-B103-POS,937420,45,4862.74
B220-B103-POS,937420,45,8070.69
B218-B103-POS,937506,45,1251.05
B219-B103-POS,937506,45,6972.09
B220-B103-POS,937506,45,6401.44
B218-B103-POS,937592,45,376.88
B220-B103-POS,937592,45,5231.7
B230-B104-POS,937592,45,1992.1
B218-B103-POS,937635,45,-800.51
B220-B103-POS,937635,45,1831.65
B230-B104-POS,937635,45,6874.71
B218-B103-POS,937807,45,3521.02
B220-B103-POS,937807,45,6123.17
B218-B103-POS,937850,45,877.6
B219-B103-POS,937850,45,8322
B220-B103-POS,937850,45,833.79
B218-B103-POS,937936,45,425.36
B219-B103-POS,937936,45,7150.32
B220-B103-POS,937936,45,6329.52
B230-B104-POS,937936,45,7627.61
B218-B103-POS,938022,45,4144.59
B220-B103-POS,938022,45,8641.79
B230-B104-POS,938022,45,4860.08
B226-B104-POS,938065,45,2926.29
B220-B103-POS,938108,45,8915.09
